Match Number,Round Number,Date,Location,Home Team,Away Team,Result
593,13,21/01/2024 00:00,Spectrum Center,Charlotte Hornets,Philadelphia 76ers,89 - 97
594,13,21/01/2024 00:00,Capital One Arena,Washington Wizards,San Antonio Spurs,127 - 131
595,13,21/01/2024 00:30,State Farm Arena,Atlanta Hawks,Cleveland Cavaliers,95 - 116
596,13,21/01/2024 00:30,Madison Square Garden,New York Knicks,Toronto Raptors,126 - 100
597,13,21/01/2024 01:00,United Center,Chicago Bulls,Memphis Grizzlies,125 - 96
598,13,21/01/2024 01:00,Toyota Center,Houston Rockets,Utah Jazz,127 - 126
599,13,21/01/2024 01:00,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,97 - 102
600,13,21/01/2024 20:30,Crypto.com Arena,LA Clippers,Brooklyn Nets,125 - 114
601,13,21/01/2024 23:00,Kia Center,Orlando Magic,Miami Heat,105 - 87
602,13,21/01/2024 23:00,Capital One Arena,Washington Wizards,Denver Nuggets,104 - 113
603,13,22/01/2024 00:00,Toyota Center,Houston Rockets,Boston Celtics,107 - 116
604,13,22/01/2024 01:00,Footprint Center,Phoenix Suns,Indiana Pacers,117 - 110
605,13,22/01/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Portland Trail Blazers,134 - 110
606,14,23/01/2024 00:00,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,113 - 122
607,14,23/01/2024 00:00,Kia Center,Orlando Magic,Cleveland Cavaliers,99 - 126
608,14,23/01/2024 00:00,Wells Fargo Center,Philadelphia 76ers,San Antonio Spurs,133 - 123
609,14,23/01/2024 00:30,Scotiabank Arena,Toronto Raptors,Memphis Grizzlies,100 - 108
610,14,23/01/2024 01:00,Target Center,Minnesota Timberwolves,Charlotte Hornets,125 - 128
611,14,23/01/2024 01:30,American Airlines Center,Dallas Mavericks,Boston Celtics,110 - 119
612,14,23/01/2024 02:00,Footprint Center,Phoenix Suns,Chicago Bulls,115 - 113
613,14,23/01/2024 03:00,Golden 1 Center,Sacramento Kings,Atlanta Hawks,122 - 107
614,14,24/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Denver Nuggets,109 - 114
615,14,24/01/2024 00:30,Barclays Center,Brooklyn Nets,New York Knicks,103 - 108
616,14,24/01/2024 01:00,Smoothie King Center,New Orleans Pelicans,Utah Jazz,153 - 24
617,14,24/01/2024 01:00,Paycom Center,Oklahoma City Thunder,Portland Trail Blazers,111 - 109
618,14,24/01/2024 03:00,Crypto.com Arena,LA Clippers,Los Angeles Lakers,127 - 116
619,14,25/01/2024 00:00,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,113 - 106
620,14,25/01/2024 00:00,Capital One Arena,Washington Wizards,Minnesota Timberwolves,107 - 118
621,14,25/01/2024 00:30,Kaseya Center,Miami Heat,Memphis Grizzlies,96 - 105
623,14,25/01/2024 01:00,Toyota Center,Houston Rockets,Portland Trail Blazers,131 - 137
624,14,25/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,126 - 116
625,14,25/01/2024 01:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,109 - 132
622,14,25/01/2024 02:30,Frost Bank Center,San Antonio Spurs,Oklahoma City Thunder,114 - 140
626,14,25/01/2024 03:00,Chase Center,Golden State Warriors,Atlanta Hawks,134 - 112
627,14,26/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Philadelphia 76ers,134 - 122
628,14,26/01/2024 00:00,Capital One Arena,Washington Wizards,Utah Jazz,108 - 123
629,14,26/01/2024 00:30,Barclays Center,Brooklyn Nets,Minnesota Timberwolves,94 - 96
630,14,26/01/2024 00:30,Kaseya Center,Miami Heat,Boston Celtics,110 - 143
631,14,26/01/2024 00:30,Madison Square Garden,New York Knicks,Denver Nuggets,122 - 84
632,14,26/01/2024 03:00,Chase Center,Golden State Warriors,Sacramento Kings,133 - 134
633,14,26/01/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Chicago Bulls,141 - 132
634,14,27/01/2024 00:00,State Farm Arena,Atlanta Hawks,Dallas Mavericks,143 - 148
635,14,27/01/2024 00:00,Spectrum Center,Charlotte Hornets,Houston Rockets,104 - 138
636,14,27/01/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Phoenix Suns,133 - 131
637,14,27/01/2024 00:30,Scotiabank Arena,Toronto Raptors,LA Clippers,107 - 127
638,14,27/01/2024 01:00,FedExForum,Memphis Grizzlies,Orlando Magic,107 - 106
639,14,27/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,Cleveland Cavaliers,100 - 112
640,14,27/01/2024 01:00,Smoothie King Center,New Orleans Pelicans,Oklahoma City Thunder,83 - 107
641,14,27/01/2024 02:30,Frost Bank Center,San Antonio Spurs,Portland Trail Blazers,116 - 100
642,14,27/01/2024 17:00,Little Caesars Arena,Detroit Pistons,Washington Wizards,104 - 118
643,14,27/01/2024 20:00,Madison Square Garden,New York Knicks,Miami Heat,125 - 109
644,14,27/01/2024 22:30,Ball Arena,Denver Nuggets,Philadelphia 76ers,111 - 105
645,14,27/01/2024 23:00,Barclays Center,Brooklyn Nets,Houston Rockets,106 - 104
646,14,28/01/2024 00:00,TD Garden,Boston Celtics,LA Clippers,96 - 115
647,14,28/01/2024 00:00,Spectrum Center,Charlotte Hornets,Utah Jazz,122 - 134
648,14,28/01/2024 01:00,Fiserv Forum,Milwaukee Bucks,New Orleans Pelicans,141 - 117
649,14,28/01/2024 01:30,Frost Bank Center,San Antonio Spurs,Minnesota Timberwolves,113 - 112
650,14,28/01/2024 01:30,Chase Center,Golden State Warriors,Los Angeles Lakers,144 - 145
651,14,28/01/2024 02:00,American Airlines Center,Dallas Mavericks,Sacramento Kings,115 - 120
654,14,28/01/2024 19:00,Little Caesars Arena,Detroit Pistons,Oklahoma City Thunder,120 - 104
652,14,28/01/2024 20:30,Gainbridge Fieldhouse,Indiana Pacers,Memphis Grizzlies,116 - 110
653,14,28/01/2024 23:00,State Farm Arena,Atlanta Hawks,Toronto Raptors,126 - 125
655,14,28/01/2024 23:00,Kia Center,Orlando Magic,Phoenix Suns,113 - 98
656,14,29/01/2024 02:00,Moda Center,Portland Trail Blazers,Chicago Bulls,96 - 104
657,15,30/01/2024 00:00,Spectrum Center,Charlotte Hornets,New York Knicks,92 - 113
658,15,30/01/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,LA Clippers,118 - 108
659,15,30/01/2024 00:30,TD Garden,Boston Celtics,New Orleans Pelicans,118 - 112
660,15,30/01/2024 00:30,Barclays Center,Brooklyn Nets,Utah Jazz,147 - 114
661,15,30/01/2024 00:30,Kaseya Center,Miami Heat,Phoenix Suns,105 - 118
662,15,30/01/2024 01:00,Toyota Center,Houston Rockets,Los Angeles Lakers,135 - 119
663,15,30/01/2024 01:00,FedExForum,Memphis Grizzlies,Sacramento Kings,94 - 103
664,15,30/01/2024 01:00,Paycom Center,Oklahoma City Thunder,Minnesota Timberwolves,101 - 107
665,15,30/01/2024 01:00,Frost Bank Center,San Antonio Spurs,Washington Wizards,113 - 118
666,15,30/01/2024 01:30,American Airlines Center,Dallas Mavericks,Orlando Magic,131 - 129
667,15,30/01/2024 02:00,Ball Arena,Denver Nuggets,Milwaukee Bucks,113 - 107
668,15,30/01/2024 03:00,Moda Center,Portland Trail Blazers,Philadelphia 76ers,130 - 104
669,15,31/01/2024 00:30,State Farm Arena,Atlanta Hawks,Los Angeles Lakers,138 - 122
670,15,31/01/2024 00:30,TD Garden,Boston Celtics,Indiana Pacers,129 - 124
671,15,31/01/2024 00:30,Madison Square Garden,New York Knicks,Utah Jazz,118 - 103
672,15,31/01/2024 01:00,United Center,Chicago Bulls,Toronto Raptors,107 - 118
673,15,31/01/2024 03:00,Chase Center,Golden State Warriors,Philadelphia 76ers,119 - 107
674,15,01/02/2024 00:00,Spectrum Center,Charlotte Hornets,Chicago Bulls,110 - 117
675,15,01/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Detroit Pistons,128 - 121
676,15,01/02/2024 00:00,Capital One Arena,Washington Wizards,LA Clippers,109 - 125
678,15,01/02/2024 00:30,Kaseya Center,Miami Heat,Sacramento Kings,115 - 106
679,15,01/02/2024 01:00,Toyota Center,Houston Rockets,New Orleans Pelicans,99 - 110
680,15,01/02/2024 01:00,Target Center,Minnesota Timberwolves,Dallas Mavericks,121 - 87
681,15,01/02/2024 01:00,Frost Bank Center,San Antonio Spurs,Orlando Magic,98 - 108
682,15,01/02/2024 01:00,Paycom Center,Oklahoma City Thunder,Denver Nuggets,105 - 100
677,15,01/02/2024 01:30,Barclays Center,Brooklyn Nets,Phoenix Suns,120 - 136
683,15,01/02/2024 03:00,Moda Center,Portland Trail Blazers,Milwaukee Bucks,119 - 116
684,15,02/02/2024 00:30,TD Garden,Boston Celtics,Los Angeles Lakers,105 - 114
685,15,02/02/2024 00:30,Madison Square Garden,New York Knicks,Indiana Pacers,109 - 105
687,15,02/02/2024 01:00,FedExForum,Memphis Grizzlies,Cleveland Cavaliers,101 - 108
686,15,02/02/2024 03:00,Delta Center,Utah Jazz,Philadelphia 76ers,124 - 127
688,15,03/02/2024 00:00,Little Caesars Arena,Detroit Pistons,LA Clippers,125 - 136
689,15,03/02/2024 00:00,Capital One Arena,Washington Wizards,Miami Heat,102 - 110
690,15,03/02/2024 00:30,State Farm Arena,Atlanta Hawks,Phoenix Suns,129 - 120
691,15,03/02/2024 00:30,Gainbridge Fieldhouse,Indiana Pacers,Sacramento Kings,122 - 133
692,15,03/02/2024 01:00,Toyota Center,Houston Rockets,Toronto Raptors,135 - 106
693,15,03/02/2024 01:00,FedExForum,Memphis Grizzlies,Golden State Warriors,101 - 121
694,15,03/02/2024 01:00,Target Center,Minnesota Timberwolves,Orlando Magic,106 - 108
695,15,03/02/2024 01:00,Paycom Center,Oklahoma City Thunder,Charlotte Hornets,126 - 106
696,15,03/02/2024 01:00,Frost Bank Center,San Antonio Spurs,New Orleans Pelicans,113 - 114
697,15,03/02/2024 02:00,Ball Arena,Denver Nuggets,Portland Trail Blazers,120 - 108
698,15,03/02/2024 23:00,Wells Fargo Center,Philadelphia 76ers,Brooklyn Nets,121 - 136
699,15,04/02/2024 00:30,State Farm Arena,Atlanta Hawks,Golden State Warriors,141 - 134
700,15,04/02/2024 01:00,United Center,Chicago Bulls,Sacramento Kings,115 - 123
701,15,04/02/2024 01:30,Madison Square Garden,New York Knicks,Los Angeles Lakers,105 - 113
702,15,04/02/2024 01:30,American Airlines Center,Dallas Mavericks,Milwaukee Bucks,117 - 129
703,15,04/02/2024 01:30,Frost Bank Center,San Antonio Spurs,Cleveland Cavaliers,101 - 117
704,15,04/02/2024 20:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,99 - 111
705,15,04/02/2024 20:30,Capital One Arena,Washington Wizards,Phoenix Suns,112 - 140
706,15,04/02/2024 23:00,TD Garden,Boston Celtics,Memphis Grizzlies,131 - 91
707,15,04/02/2024 23:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,99 - 115
708,15,04/02/2024 23:00,Kaseya Center,Miami Heat,LA Clippers,95 - 103
709,15,05/02/2024 00:00,Target Center,Minnesota Timberwolves,Houston Rockets,111 - 90
710,15,05/02/2024 00:00,Paycom Center,Oklahoma City Thunder,Toronto Raptors,135 - 127
711,15,05/02/2024 01:00,Delta Center,Utah Jazz,Milwaukee Bucks,123 - 108
712,15,05/02/2024 01:30,Ball Arena,Denver Nuggets,Portland Trail Blazers,112 - 103
713,16,06/02/2024 00:00,Spectrum Center,Charlotte Hornets,Los Angeles Lakers,118 - 124
714,16,06/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Sacramento Kings,136 - 110
715,16,06/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Dallas Mavericks,102 - 118
716,16,06/02/2024 00:30,State Farm Arena,Atlanta Hawks,LA Clippers,144 - 149
717,16,06/02/2024 00:30,Barclays Center,Brooklyn Nets,Golden State Warriors,98 - 109
718,16,06/02/2024 01:00,Smoothie King Center,New Orleans Pelicans,Toronto Raptors,138 - 100
719,16,07/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Houston Rockets,132 - 129
720,16,07/02/2024 00:30,Barclays Center,Brooklyn Nets,Dallas Mavericks,107 - 119
721,16,07/02/2024 00:30,Kaseya Center,Miami Heat,Orlando Magic,121 - 95
722,16,07/02/2024 00:30,Madison Square Garden,New York Knicks,Memphis Grizzlies,123 - 113
723,16,07/02/2024 01:00,United Center,Chicago Bulls,Minnesota Timberwolves,129 - 123
724,16,07/02/2024 02:00,Delta Center,Utah Jazz,Oklahoma City Thunder,124 - 117
725,16,07/02/2024 03:00,Footprint Center,Phoenix Suns,Milwaukee Bucks,114 - 106
726,16,08/02/2024 00:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,117 - 123
728,16,08/02/2024 00:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,106 - 114
727,16,08/02/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Golden State Warriors,104 - 127
729,16,08/02/2024 00:30,TD Garden,Boston Celtics,Atlanta Hawks,125 - 117
730,16,08/02/2024 00:30,Kaseya Center,Miami Heat,San Antonio Spurs,116 - 104
731,16,08/02/2024 03:00,Crypto.com Arena,LA Clippers,New Orleans Pelicans,106 - 117
732,16,08/02/2024 03:00,Golden 1 Center,Sacramento Kings,Detroit Pistons,120 - 133
733,16,09/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Golden State Warriors,109 - 131
734,16,09/02/2024 00:00,Kia Center,Orlando Magic,San Antonio Spurs,127 - 111
735,16,09/02/2024 00:30,Barclays Center,Brooklyn Nets,Cleveland Cavaliers,95 - 118
736,16,09/02/2024 00:30,Madison Square Garden,New York Knicks,Dallas Mavericks,108 - 122
737,16,09/02/2024 01:00,FedExForum,Memphis Grizzlies,Chicago Bulls,110 - 118
738,16,09/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,105 - 129
739,16,09/02/2024 02:00,Footprint Center,Phoenix Suns,Utah Jazz,129 - 115
740,16,09/02/2024 03:00,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,106 - 114
741,16,09/02/2024 03:00,Moda Center,Portland Trail Blazers,Detroit Pistons,122 - 128
742,16,10/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Atlanta Hawks,121 - 127
743,16,10/02/2024 00:30,TD Garden,Boston Celtics,Washington Wizards,133 - 129
744,16,10/02/2024 00:30,Scotiabank Arena,Toronto Raptors,Houston Rockets,107 - 104
745,16,10/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,120 - 84
746,16,10/02/2024 03:00,Golden 1 Center,Sacramento Kings,Denver Nuggets,135 - 106
747,16,10/02/2024 03:30,Crypto.com Arena,Los Angeles Lakers,New Orleans Pelicans,139 - 122
748,16,10/02/2024 20:00,American Airlines Center,Dallas Mavericks,Oklahoma City Thunder,146 - 111
749,16,10/02/2024 20:30,Crypto.com Arena,LA Clippers,Detroit Pistons,112 - 106
750,16,10/02/2024 23:00,Barclays Center,Brooklyn Nets,San Antonio Spurs,123 - 103
751,16,11/02/2024 00:00,Spectrum Center,Charlotte Hornets,Memphis Grizzlies,115 - 106
752,16,11/02/2024 00:00,Kia Center,Orlando Magic,Chicago Bulls,114 - 108
753,16,11/02/2024 00:00,Capital One Arena,Washington Wizards,Philadelphia 76ers,113 - 119
754,16,11/02/2024 00:30,State Farm Arena,Atlanta Hawks,Houston Rockets,122 - 113
755,16,11/02/2024 00:30,Madison Square Garden,New York Knicks,Indiana Pacers,111 - 125
756,16,11/02/2024 00:30,Scotiabank Arena,Toronto Raptors,Cleveland Cavaliers,95 - 119
757,16,11/02/2024 01:30,Chase Center,Golden State Warriors,Phoenix Suns,113 - 112
758,16,11/02/2024 03:00,Moda Center,Portland Trail Blazers,New Orleans Pelicans,84 - 93
759,16,11/02/2024 19:00,Kaseya Center,Miami Heat,Boston Celtics,106 - 110
760,16,11/02/2024 20:00,Paycom Center,Oklahoma City Thunder,Sacramento Kings,127 - 113
761,17,13/02/2024 00:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,111 - 102
762,17,13/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Philadelphia 76ers,121 - 123
763,17,13/02/2024 00:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,126 - 136
764,17,13/02/2024 00:30,Scotiabank Arena,Toronto Raptors,San Antonio Spurs,99 - 122
765,17,13/02/2024 01:00,Toyota Center,Houston Rockets,New York Knicks,105 - 103
766,17,13/02/2024 01:00,FedExForum,Memphis Grizzlies,New Orleans Pelicans,87 - 96
767,17,13/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Denver Nuggets,112 - 95
768,17,13/02/2024 01:30,American Airlines Center,Dallas Mavericks,Washington Wizards,112 - 104
769,17,13/02/2024 02:00,Delta Center,Utah Jazz,Golden State Warriors,107 - 129
770,17,13/02/2024 03:30,Crypto.com Arena,LA Clippers,Minnesota Timberwolves,100 - 121
771,17,14/02/2024 00:30,Barclays Center,Brooklyn Nets,Boston Celtics,110 - 118
772,17,14/02/2024 00:30,Kia Center,Orlando Magic,Oklahoma City Thunder,113 - 127
773,17,14/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Miami Heat,97 - 123
774,17,14/02/2024 03:00,Footprint Center,Phoenix Suns,Sacramento Kings,130 - 125
775,17,14/02/2024 03:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,109 - 121
776,17,14/02/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Detroit Pistons,125 - 111
777,17,15/02/2024 00:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,122 - 99
778,17,15/02/2024 00:00,Kia Center,Orlando Magic,New York Knicks,118 - 100
779,17,15/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Miami Heat,104 - 109
780,17,15/02/2024 00:30,TD Garden,Boston Celtics,Brooklyn Nets,136 - 86
781,17,15/02/2024 00:30,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Chicago Bulls,108 - 105
782,17,15/02/2024 00:30,Scotiabank Arena,Toronto Raptors,Indiana Pacers,125 - 127
783,17,15/02/2024 01:00,FedExForum,Memphis Grizzlies,Houston Rockets,121 - 113
784,17,15/02/2024 01:00,Smoothie King Center,New Orleans Pelicans,Washington Wizards,133 - 126
785,17,15/02/2024 01:30,American Airlines Center,Dallas Mavericks,San Antonio Spurs,116 - 93
786,17,15/02/2024 02:00,Ball Arena,Denver Nuggets,Sacramento Kings,98 - 102
787,17,15/02/2024 02:00,Footprint Center,Phoenix Suns,Detroit Pistons,116 - 100
788,17,15/02/2024 02:00,Delta Center,Utah Jazz,Los Angeles Lakers,122 - 138
789,17,15/02/2024 03:00,Chase Center,Golden State Warriors,LA Clippers,125 - 130
790,17,16/02/2024 01:30,FedExForum,Memphis Grizzlies,Milwaukee Bucks,113 - 110
576,17,16/02/2024 02:00,Delta Center,Utah Jazz,Golden State Warriors,137 - 140
791,17,16/02/2024 03:00,Moda Center,Portland Trail Blazers,Minnesota Timberwolves,91 - 128
792,18,23/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Orlando Magic,109 - 116
793,18,23/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Detroit Pistons,129 - 115
794,18,23/02/2024 00:00,Wells Fargo Center,Philadelphia 76ers,New York Knicks,96 - 110
795,18,23/02/2024 00:00,Scotiabank Arena,Toronto Raptors,Brooklyn Nets,121 - 93
796,18,23/02/2024 00:30,American Airlines Center,Dallas Mavericks,Phoenix Suns,123 - 113
797,18,23/02/2024 01:00,United Center,Chicago Bulls,Boston Celtics,112 - 129
798,18,23/02/2024 01:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,127 - 105
799,18,23/02/2024 01:00,Paycom Center,Oklahoma City Thunder,LA Clippers,129 - 107
800,18,23/02/2024 02:00,Ball Arena,Denver Nuggets,Washington Wizards,130 - 110
801,18,23/02/2024 02:00,Delta Center,Utah Jazz,Charlotte Hornets,107 - 115
802,18,23/02/2024 03:00,Chase Center,Golden State Warriors,Los Angeles Lakers,128 - 110
803,18,23/02/2024 03:00,Golden 1 Center,Sacramento Kings,San Antonio Spurs,127 - 122
804,18,24/02/2024 00:30,State Farm Arena,Atlanta Hawks,Toronto Raptors,121 - 123
805,18,24/02/2024 00:30,Wells Fargo Center,Philadelphia 76ers,Cleveland Cavaliers,104 - 97
806,18,24/02/2024 01:00,Toyota Center,Houston Rockets,Phoenix Suns,114 - 110
807,18,24/02/2024 01:00,FedExForum,Memphis Grizzlies,LA Clippers,95 - 101
809,18,24/02/2024 01:00,Paycom Center,Oklahoma City Thunder,Washington Wizards,147 - 106
810,18,24/02/2024 01:00,Smoothie King Center,New Orleans Pelicans,Miami Heat,95 - 106
808,18,24/02/2024 03:00,Target Center,Minnesota Timberwolves,Milwaukee Bucks,107 - 112
811,18,24/02/2024 03:00,Chase Center,Golden State Warriors,Charlotte Hornets,97 - 84
812,18,24/02/2024 03:00,Moda Center,Portland Trail Blazers,Denver Nuggets,112 - 127
813,18,24/02/2024 03:30,Crypto.com Arena,Los Angeles Lakers,San Antonio Spurs,123 - 118
814,18,25/02/2024 01:00,Little Caesars Arena,Detroit Pistons,Orlando Magic,109 - 112
816,18,25/02/2024 01:30,Madison Square Garden,New York Knicks,Boston Celtics,102 - 116
815,18,25/02/2024 02:00,Target Center,Minnesota Timberwolves,Brooklyn Nets,101 - 86
817,18,25/02/2024 18:00,Wells Fargo Center,Philadelphia 76ers,Milwaukee Bucks,98 - 119
818,18,25/02/2024 20:30,Footprint Center,Phoenix Suns,Los Angeles Lakers,123 - 113
819,18,25/02/2024 22:00,Gainbridge Fieldhouse,Indiana Pacers,Dallas Mavericks,133 - 111
820,18,25/02/2024 23:00,Capital One Arena,Washington Wizards,Cleveland Cavaliers,105 - 114
821,18,26/02/2024 00:00,State Farm Arena,Atlanta Hawks,Orlando Magic,109 - 92
822,18,26/02/2024 00:00,Toyota Center,Houston Rockets,Oklahoma City Thunder,110 - 123
823,18,26/02/2024 00:00,Smoothie King Center,New Orleans Pelicans,Chicago Bulls,106 - 114
824,18,26/02/2024 00:00,Chase Center,Golden State Warriors,Denver Nuggets,103 - 119
825,18,26/02/2024 01:00,Delta Center,Utah Jazz,San Antonio Spurs,128 - 109
826,18,26/02/2024 02:00,Moda Center,Portland Trail Blazers,Charlotte Hornets,80 - 93
827,18,26/02/2024 02:30,Crypto.com Arena,LA Clippers,Sacramento Kings,107 - 123
829,19,27/02/2024 00:00,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,122 - 130
828,19,27/02/2024 00:30,Madison Square Garden,New York Knicks,Detroit Pistons,113 - 111
830,19,27/02/2024 01:00,FedExForum,Memphis Grizzlies,Brooklyn Nets,86 - 111
831,19,27/02/2024 03:00,Golden 1 Center,Sacramento Kings,Miami Heat,110 - 121
832,19,28/02/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,Dallas Mavericks,121 - 119
833,19,28/02/2024 00:00,Kia Center,Orlando Magic,Brooklyn Nets,108 - 81
834,19,28/02/2024 00:00,Capital One Arena,Washington Wizards,Golden State Warriors,112 - 123
835,19,28/02/2024 00:30,State Farm Arena,Atlanta Hawks,Utah Jazz,124 - 97
836,19,28/02/2024 00:30,TD Garden,Boston Celtics,Philadelphia 76ers,117 - 99
837,19,28/02/2024 00:30,Madison Square Garden,New York Knicks,New Orleans Pelicans,92 - 115
838,19,28/02/2024 01:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,114 - 105
839,19,28/02/2024 01:00,United Center,Chicago Bulls,Detroit Pistons,95 - 105
840,19,28/02/2024 01:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,123 - 85
841,19,28/02/2024 03:00,Paycom Center,Oklahoma City Thunder,Houston Rockets,112 - 95
842,19,28/02/2024 03:00,Moda Center,Portland Trail Blazers,Miami Heat,96 - 106
843,19,29/02/2024 00:30,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,123 - 114
844,19,29/02/2024 00:30,Scotiabank Arena,Toronto Raptors,Dallas Mavericks,125 - 136
845,19,29/02/2024 01:00,Target Center,Minnesota Timberwolves,Memphis Grizzlies,110 - 101
846,19,29/02/2024 01:00,United Center,Chicago Bulls,Cleveland Cavaliers,132 - 123
847,19,29/02/2024 02:00,Ball Arena,Denver Nuggets,Sacramento Kings,117 - 96
848,19,29/02/2024 03:00,Crypto.com Arena,LA Clippers,Los Angeles Lakers,112 - 116
849,19,01/03/2024 00:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,99 - 111
850,19,01/03/2024 00:00,Kia Center,Orlando Magic,Utah Jazz,115 - 107
851,19,01/03/2024 00:30,Barclays Center,Brooklyn Nets,Atlanta Hawks,124 - 97
852,19,01/03/2024 00:30,Madison Square Garden,New York Knicks,Golden State Warriors,99 - 110
853,19,01/03/2024 01:30,Frost Bank Center,San Antonio Spurs,Oklahoma City Thunder,132 - 118
854,19,01/03/2024 02:00,Footprint Center,Phoenix Suns,Houston Rockets,110 - 105
855,19,01/03/2024 03:00,Ball Arena,Denver Nuggets,Miami Heat,103 - 97
856,19,01/03/2024 03:30,Crypto.com Arena,Los Angeles Lakers,Washington Wizards,134 - 131
857,19,02/03/2024 00:00,Little Caesars Arena,Detroit Pistons,Cleveland Cavaliers,100 - 110
858,19,02/03/2024 00:00,Wells Fargo Center,Philadelphia 76ers,Charlotte Hornets,121 - 114
859,19,02/03/2024 00:30,TD Garden,Boston Celtics,Dallas Mavericks,138 - 110
860,19,02/03/2024 00:30,Scotiabank Arena,Toronto Raptors,Golden State Warriors,105 - 120
861,19,02/03/2024 01:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,92 - 122
862,19,02/03/2024 01:00,Target Center,Minnesota Timberwolves,Sacramento Kings,120 - 124
863,19,02/03/2024 01:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,129 - 102
864,19,02/03/2024 03:00,United Center,Chicago Bulls,Milwaukee Bucks,97 - 113
865,19,02/03/2024 03:30,Crypto.com Arena,LA Clippers,Washington Wizards,140 - 115
866,19,02/03/2024 20:00,Barclays Center,Brooklyn Nets,Atlanta Hawks,114 - 102
867,19,02/03/2024 22:00,Kaseya Center,Miami Heat,Utah Jazz,126 - 120
868,19,03/03/2024 01:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,100 - 107
869,19,03/03/2024 01:30,Crypto.com Arena,Los Angeles Lakers,Denver Nuggets,114 - 124
870,19,03/03/2024 02:00,Footprint Center,Phoenix Suns,Houston Rockets,109 - 118
871,19,03/03/2024 18:00,American Airlines Center,Dallas Mavericks,Philadelphia 76ers,116 - 120
872,19,03/03/2024 20:30,TD Garden,Boston Celtics,Golden State Warriors,140 - 88
873,19,03/03/2024 20:30,Target Center,Minnesota Timberwolves,LA Clippers,88 - 89
874,19,03/03/2024 23:00,Kia Center,Orlando Magic,Detroit Pistons,113 - 91
875,19,03/03/2024 23:00,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,111 - 106
876,19,04/03/2024 00:00,Rocket Mortgage FieldHouse,Cleveland Cavaliers,New York Knicks,98 - 107
877,19,04/03/2024 00:00,Frost Bank Center,San Antonio Spurs,Indiana Pacers,117 - 105
878,19,04/03/2024 02:30,Footprint Center,Phoenix Suns,Oklahoma City Thunder,110 - 118
879,20,05/03/2024 00:30,Barclays Center,Brooklyn Nets,Memphis Grizzlies,102 - 106
880,20,05/03/2024 01:00,Fiserv Forum,Milwaukee Bucks,LA Clippers,113 - 106
881,20,05/03/2024 01:00,Target Center,Minnesota Timberwolves,Portland Trail Blazers,119 - 114
